Категория,Уровень (L1/L2/L3),Приоритет,Метрика,Важность,Как улучшать,Ловушки,Частота,Формула / Определение,Числитель,Знаменатель,Owner,Bench: Tier-1 (EU/AU),Bench: LatAm/CIS,Bench: India/SEA,Alert (Red),Alert (Yellow),Источник данных,Зависимости,Разрезы (теги)
Responsible Gambling,L2,Should,Session Time >5h,"Сессии длиннее 5 часов, сильный индикатор проблемного гемблинга. Это один из самых надёжных маркеров, на который обращают внимание регуляторы. RG-показатель, который нельзя игнорировать.","1) Всплывающие напоминания через определённые интервалы, «Вы играете уже 2 часа». 2) Reality checks: покажите P&L и время в игре, пусть человек осознает. 3) Лимиты на время сессии. 4) В некоторых юрисдикциях обязательные перерывы прописаны в законе.","1) Не всегда проблема: лайв-покер или крупное спортивное событие, легитимные длинные сессии. 2) Открытый браузер ≠ активная сессия, отслеживайте реальную активность, не время вкладки. 3) Регуляторные пороги различаются по юрисдикциям.",Weekly,Кол-во сессий с переигрыванием,Sessions >5 hours,Total sessions,RG,<2% sessions (RG flag),<3%,<4%,>5% sessions,>3%,Analytics,Session Count,"ГЕО, сегмент"
Responsible Gambling,L2,Should,High Risk Markers,"Поведенческие маркеры проблемного гемблинга: погоня за проигрышем, хаотичные ставки, растущее время сессий. Ранняя детекция позволяет вмешаться до того, как игрок нанесёт себе серьёзный вред.","1) Определите набор маркеров: chasing losses, хаотичные ставки, рост времени сессий, увеличение депозитов. 2) ML-модель предсказания, комбинация маркеров надёжнее одиночных. 3) Многоуровневая интервенция: от уведомления до принудительного кулдауна. 4) Обучение команды, саппорт должен распознавать сигналы.","1) Маркер ≠ подтверждённая проблема. Уровень false positive может быть 50%+, не наказывайте без разбора. 2) Маркеры различаются по продуктам: слоты и спортбеттинг, разные паттерны. 3) Культурная специфика: в разных странах «нормальное» поведение различается.",Daily,"Частые депозиты, ночная активность, chasing losses, быстрые циклы",Users with ≥2 RG risk signals,Total active users,RG,<5% flagged users,<7%,<10%,>15% flagged,>10%,BI,"Velocity of Spend, Session Time >5h",ГЕО
Responsible Gambling,L3,Nice,Account Reopen Rate,"Доля самоисключённых, запрашивающих повторное открытие. Если слишком много хотят вернуться, значит, либо самоисключение слишком легковесное, либо игроки не решили свои проблемы.","1) Период охлаждения: минимум 24 часа, рекомендуется 7 дней, импульсивный возврат хуже всего. 2) RG-оценка при повторном открытии, убедитесь, что человек осознаёт риски. 3) Усиленный мониторинг 30 дней после возврата. 4) Разговор с поддержкой перед одобрением, живой контакт, не просто кнопка.","1) Больше 60% reopens = самоисключение слишком лёгкое или слишком короткое. 2) Быстрый reopen (менее 24 часов) = нерешённая проблема, нельзя пускать назад. 3) Регуляторные минимумы разные: UK GAMSTOP, 6 месяцев минимум.",Monthly,"% юзеров, вернувшихся после самоисключения",Reopened accounts,Self-excluded accounts,Compliance,10–20% of self-excluded (after cooldown),15–25%,20–30%,>40% (possible friction),<5% (possible awareness issue),RG System,Self-Exclusion Rate,ГЕО
Responsible Gambling,L3,Nice,RG Interaction Rate,"Доля игроков, взаимодействующих с RG-инструментами (лимиты, самооценка, информация о помощи). Показывает, видят ли игроки эти инструменты и пользуются ли ими. Идеал, высокое взаимодействие при низком самоисключении: люди контролируют себя превентивно.","1) Заметное размещение RG-инструментов, не прячьте в подвале сайта. 2) Упоминание на онбординге, пусть игрок знает с первого дня. 3) Периодические напоминания, ненавязчивые, но регулярные. 4) Позитивный посыл: нормализуйте использование RG-инструментов, это не стигма.","1) Меньше 2%, скорее всего, инструменты плохо видны, а не не нужны. 2) Высокое взаимодействие + низкое самоисключение = превентивное использование, это идеальный сценарий. 3) Обязательные промпты (по регуляторным требованиям) раздувают показатель, отделяйте добровольное от принудительного.",Monthly,Показ предупреждений и принятие действий,Users who took action,Users shown RG warning,RG,>5% of active (EU regulatory),>3%,>2%,<1% (EU compliance risk),<2%,RG System,High Risk Markers,"ГЕО, тип взаимодействия"
Tech / Reliability,L1,Must,Uptime,"Доступность платформы. Каждая минута даунтайма, прямая потеря выручки. Игроки не будут ждать: уйдут к конкуренту и могут не вернуться. Uptime, это не просто техническая метрика, это деньги.","1) Отказоустойчивая инфраструктура: multi-AZ, автоматический failover, никаких единых точек отказа. 2) Load balancing, распределяем нагрузку. 3) Мониторинг в реальном времени, узнаём о проблеме до игроков. 4) Incident response: runbooks, дежурство, чёткий порядок действий.","1) Целевой ориентир: минимум 99.9% (8.7 часов даунтайма в год), премиум, 99.95%. 2) Нужна разбивка по компонентам: общий uptime 99.9%, а платёжный шлюз 98%, это проблема. 3) Исключайте плановое обслуживание из расчёта, но проводите его в часы минимальной нагрузки.",Daily,"% доступности (platform, cashier, games, feed)",Uptime minutes,Total minutes,Tech,>99.9%,>99.9%,>99.9%,<99.5%,<99.7%,Monitoring,,"cashier, games), Сервис (platform"
Tech / Reliability,L2,Should,Latency (key flows),"Время отклика ключевых потоков: депозит, ставка, запуск игры, вывод. Медленная платформа = брошенные депозиты и раздражённые игроки. Особенно критично для лайв-беттинга, где секунды решают.","1) CDN для статического контента, картинки и скрипты должны летать. 2) Оптимизация базы данных, медленные запросы тормозят всё. 3) API optimization, минимизация payload, кеширование. 4) Гео-распределённая инфраструктура, серверы ближе к игрокам.","1) Мониторьте P95+, не среднее, среднее скрывает проблемы «хвоста». 2) Целевые ориентиры: страница <2 секунды, API <200мс, запуск игры <3 секунды. 3) Мобильный трафик в развивающихся странах, latency в 2–3 раза выше, учитывайте это.",Daily,"P50/P95/P99 задержки: login, cashier, bet, game load",P50/P95/P99 response time (ms),"Per flow (cashier, lobby, bet placement)",Tech,"P95 <1s cashier, <500ms lobby","P95 <1.5s cashier, <700ms lobby","P95 <2s cashier, <1s lobby",P95 >3s cashier,P95 >2s cashier,Monitoring,Uptime,"device, ГЕО, Сервис"
Tech / Reliability,L2,Should,Error Rate (4xx/5xx),"HTTP-ошибки, индикатор стабильности платформы. 5xx, сервер сломался, 4xx, клиент отправляет что-то не то (или бот стучится). Рост ошибок = деградация пользовательского опыта.","1) Мониторинг ошибок: Sentry, Datadog, видеть каждую ошибку с контекстом. 2) Error budget по принципам SRE, запас ошибок, который нельзя превышать. 3) Авто-откат при провале health check, не ждать, пока починят. 4) Разделяйте клиентские (4xx) и серверные (5xx), это разные проблемы.","1) 5xx больше 0.1% = немедленная реакция, это серверные сбои. 2) 4xx раздуваются ботами, фильтруйте при анализе. 3) Критичен мониторинг по отдельным эндпоинтам, общий показатель маскирует проблемы конкретных API.",Daily,% запросов с ошибками,Error responses,Total requests,Tech,<0.5%,<1%,<1.5%,>5%,>2%,Monitoring,Uptime,"endpoint, Сервис"
Tech / Reliability,L2,Should,Crash-Free Sessions (Mobile),"Сессии без крашей в мобильном приложении. Краши напрямую влияют на рейтинг в сторах и удержание: один краш во время ставки, и игрок удаляет приложение. App Store и Google Play понижают приложения с низким рейтингом.","1) Краш-репортинг: Firebase Crashlytics, Sentry, видеть каждый краш с трейсом. 2) Предрелизное тестирование, ловим до продакшена. 3) Прогрессивный ролл-аут 1%→10%→50%→100%: если посыпалось, откатываем на малой аудитории. 4) Тестирование по матрице OS/устройств: топ-20 устройств покрывают ~80% пользователей, Android-зоопарк особенно коварен.","1) Цель, больше 99.5%, меньше 99% = рейтинг в сторе под угрозой. 2) WebView-крашит по-другому, отдельная категория проблем. 3) ANR (Application Not Responding) и фризы не считаются крашами, но бесят не меньше, мониторьте отдельно.",Daily,% сессий без крашей,Sessions without crash,Total sessions,Tech,>99.7%,>99.5%,>99.3%,<99%,<99.3%,Monitoring,Session Count,"OS, версия"
Tech / Reliability,L2,Should,Game Launch Success Rate,"Доля успешных запусков игр. Неудачный запуск, мгновенное разочарование: игрок пришёл играть, а игра не открылась. Это прямая потеря GGR и негативный опыт, который запоминается.","1) Мониторинг по каждому провайдеру, проблема обычно у конкретного, а не у всех. 2) Fallback на резервный сервер провайдера. 3) Pre-loading, подгрузка ресурсов заранее. 4) Обработка ошибок с предложением альтернативных игр, не тупик, а выбор.","1) Цель, больше 99%, ниже 97% = заметное влияние на выручку. 2) Зависит от провайдера и региона, не все одинаковые. 3) На мобильных выше failure rate: нехватка памяти, проблемы с WebView.",Daily,Успешные запуски игр / Все попытки,Successful game launches,Total launch attempts,Tech / Product,>99%,>98%,>97%,<95%,<97%,Game Aggregator,Uptime,"device, Провайдер, игра"
Tech / Reliability,L2,Should,Incident Count / MTTR,"Количество P1/P2 инцидентов и MTTR (Mean Time To Restore, среднее время восстановления). 1 час даунтайма в пик = потеря 3–5% дневного GGR. Это прямая связь между скоростью реакции и деньгами.","1) Приоритеты: платёжный шлюз (P1 при любом даунтайме), game API (P1 при >5 мин), лобби (P1 при >10 мин). 2) PSP failover менее 30 секунд, автоматическое переключение на backup PSP. Таблица маршрутизации с 2-3 PSP на метод оплаты, экономит до 95% потенциальных потерь. 3) Observability: дашборд с deposit success rate, game launch rate, bet rate, видим проблему до того, как доложат. 4) Blameless post-mortem в течение 48 часов.","1) Целевые MTTR: P1 <15 минут, P2 <1 час, P3 <8 часов. 2) «Инфляция» P1, когда всё подряд помечают как P1, severity теряет смысл. 3) Количество инцидентов без трендового анализа бесполезно, важна динамика.",Monthly,Количество инцидентов и среднее время восстановления,Count P1/P2 incidents; Avg(restore − start),Per month,Tech,"<2 P1/mo, MTTR <15 min","<3 P1/mo, MTTR <20 min","<4 P1/mo, MTTR <30 min",>5 P1/mo,>3 P1/mo,Monitoring,Uptime,Severity
Tech / Reliability,L2,Should,Avg Game Downtime,"Среднее время недоступности отдельных игр. Топовые игры генерируют непропорционально много выручки: даунтайм одного хита больнее, чем потеря десяти непопулярных слотов.","1) Мониторинг SLA провайдеров, они обещают, вы проверяете. 2) Авто-health check каждую минуту, узнаём о проблеме моментально. 3) Статусная страница для игроков с предложением альтернатив, не оставляйте в пустоте. 4) Диверсификация провайдеров, не зависим от одного.","1) Даунтайм топ-5 игр = 10x влияние на выручку по сравнению со средней игрой. 2) Плановое обслуживание, только в часы минимального трафика. 3) Включайте деградацию производительности, игра работает, но тормозит, тоже считается.",Daily,Среднее время недоступности игр (по провайдерам). Каждый час простоя = потеря Bets Sum,Sum(downtime minutes per game),Count(games),Tech / Product,<3 min/day,<5 min/day,<8 min/day,>30 min,>15 min,Game Aggregator,Game Launch Success Rate,"Game, provider"
Tech / Reliability,L2,Should,Login Success Rate,"Надёжность системы аутентификации. Если игрок не может залогиниться, он не может играть и платить. Всё просто: нет логина = нет дохода. Плюс это первое впечатление при каждом визите.","1) Несколько способов входа: пароль, соцсети, биометрия, что удобнее. 2) Простое восстановление пароля, без квестов. 3) «Запомнить меня», минимизируем необходимость повторного входа. 4) SSO (Single Sign-On) между продуктами, один логин для всего.","1) Ниже 95% = проблема с аутентификацией, нужно разбираться. 2) Разделяйте «неправильный пароль» и техническую ошибку, это разные проблемы. 3) Всплеск неудачных логинов = возможная brute-force атака, мониторьте.",Daily,"Успешные логины / Попытки. Падение = auth outage, SSO проблемы, забытые пароли",Successful logins,Login attempts,Tech / Security,>97%,>95%,>93%,<85%,<90%,Auth,Uptime,"auth method, device, ГЕО"
Tech / Reliability,L3,Nice,Data Quality: Event Loss Rate,"Доля потерянных аналитических событий. Если теряете данные, принимаете решения на неполной информации. Это как смотреть на карту с белыми пятнами: можете пойти не туда.","1) Клиентский буфер: если связь пропала, события копятся и отправляются потом. 2) Серверная очередь: Kafka/Kinesis, надёжный приём и обработка. 3) End-to-end мониторинг, от клиента до хранилища. 4) Алерты на аномалии объёма: если событий стало меньше, что-то сломалось.","1) Больше 1% потерь = решения принимаются на неполных данных, это опасно. 2) Мобильные потери выше, слабая связь, закрытие приложения. 3) Потери могут быть неслучайными = bias: теряете именно тех, у кого плохой интернет, а это целый сегмент.",Weekly,% потерянных событий аналитики,Missing events,Expected events,Analytics,<0.1%,<0.1%,<0.1%,>1%,>0.5%,Monitoring,Instrumentation Coverage,Event type
Tech / Reliability,L3,Nice,Password Reset Rate,"Доля пользователей, запрашивающих сброс пароля. Это индикатор трения при входе: чем больше сбросов, тем сложнее игрокам попасть в свой аккаунт. А каждый сброс, это шанс потерять игрока по дороге.","1) Уменьшайте потребность: биометрия, magic link, SMS OTP, пароль вообще не нужен. 2) Простой и быстрый процесс сброса, оптимизированный под мобильные. 3) Поддержка password manager, автозаполнение снижает забытые пароли. 4) После сброса, редирект к изначальному действию, а не на главную.","1) Больше 5% MAU = серьёзное трение, ищите способ убрать пароли вообще. 2) Высокий сброс + низкий возврат = игроки уходят во время процесса восстановления. 3) Может быть вектором социальной инженерии, мониторьте подозрительные паттерны.",Weekly,"Сбросы пароля / Active users. Спайки = фишинг, UX проблемы или низкая частота визитов",Password resets,Active users,Tech / Security,<3% of MAU/month,<4% of MAU/month,<5% of MAU/month,>8%,>5%,Auth,Login Success Rate,device
Tech / Reliability,L3,Nice,MFA Enrollment Rate,"Доля пользователей с включённой двухфакторной аутентификацией. MFA, главная защита от ATO (Account Takeover). Чем больше игроков с 2FA, тем меньше скомпрометированных аккаунтов и потерь.","1) Стимулируйте: бесплатные спины за включение 2FA, маленькая цена за безопасность. 2) Простая настройка: QR-код, автозаполнение SMS, без мучений. 3) Обязательная MFA для высокорисковых операций: вывод выше порога. 4) Несколько вариантов: SMS, authenticator app, email, биометрия.","1) В iGaming типичный уровень, 5–15%, это нормально. 2) Обязательная MFA снижает login success rate, баланс между безопасностью и UX. 3) SMS-based MFA уязвима к SIM swapping, предлагайте authenticator app как более надёжную альтернативу.",Monthly,% игроков с включённой 2FA. Снижает Account Takeover,Users with MFA,Eligible users,Tech / Security,">40% overall, VIP >80%",">30% overall, VIP >70%",">20% overall, VIP >60%",<10%,<20%,Auth,Login Success Rate,"VIP tier, ГЕО"
Data Quality,L1,Must,Instrumentation Coverage,"Покрытие ключевых пользовательских действий аналитикой. Если событие не трекается, оно для вас не существует. Нельзя оптимизировать то, что не измеряешь. Это фундамент всех data-driven решений.","1) Event taxonomy: список всех критических событий, от регистрации до вывода. 2) Автоматические проверки покрытия при каждом релизе, чтобы новая фича не осталась без трекинга. 3) Ежеквартальный аудит покрытия. 4) Гайдлайны для разработчиков, какие события и как трекать.","1) Цель: 100% критических событий, 80%+ вторичных. 2) Покрытие без точности, самообман: событие трекается, но данные в нём кривые. 3) Чрезмерная инструментация создаёт шум, трекать всё подряд не нужно, фокус на actionable-данных.",Monthly,% ключевых user flows покрытых event-трекингом,Instrumented flows,Total key flows,Analytics,>95%,>95%,>95%,<80%,<90%,Analytics,Deployment Frequency,"flow, продукт"
Data Quality,L2,Should,Data Freshness,"Задержка от события до его доступности в BI-системе. Если дашборд показывает вчерашние данные, а проблема прямо сейчас, вы опоздали. Свежесть данных определяет скорость реакции.","1) Real-time streaming для критических данных, депозиты, ставки, ошибки. 2) Инкрементальный ETL каждые 5–15 минут, для большинства показателей достаточно. 3) Materialized views для тяжёлых агрегаций. 4) SLA на свежесть дашбордов, явное обещание бизнесу.","1) Финансовые дашборды, менее 5 минут задержки, поведенческие, 1 час допустимо. 2) Устаревшие данные хуже, чем отсутствие данных, люди принимают решения, думая что видят «сейчас». 3) Мониторьте свежесть: алерт на отставание пайплайна, иначе не узнаете, что данные протухли.",Daily,Задержка данных от события до доступности в BI/дашборде,Median(dashboard_time − event_time),—,Analytics,<30 min for L1,<1 hr for L1,<2 hr for L1,>4 hours for L1,>2 hours for L1,Monitoring,Instrumentation Coverage,"pipeline, Дашборд"
Data Quality,L2,Should,Attribution Completeness,"Доля депозитов и FTD с корректной атрибуцией источника. Если вы не знаете, откуда пришёл игрок, вы не знаете, куда вкладывать деньги. Неполная атрибуция = слепой маркетинг.","1) Multi-touch атрибуция, учитываем все точки касания, не только последний клик. 2) UTM-дисциплина, единые правила разметки ссылок по всей компании. 3) Deep link support, чтобы атрибуция не терялась при переходе в приложение. 4) Server-side tracking, не зависим от cookie и блокировщиков.","1) Цель, больше 90% FTD с атрибуцией. <80% = значительные слепые зоны в оптимизации UA. 2) iOS ATT (App Tracking Transparency) снизил атрибуцию на 20–30%, нужны серверные решения. 3) Атрибутировано ≠ корректно: last-click модель переоценивает последнее касание, а реальный драйвер мог быть раньше.",Weekly,"% FTD/регистраций с корректной attribution (канал, кампания)",Attributed conversions,Total conversions,Marketing,>92%,>90%,>85%,<70%,<80%,Ad Platforms,Instrumentation Coverage,"ГЕО, Тип конверсии"
Data Quality,L3,Nice,Event Quality Rate,"Доля событий с корректными и полными свойствами. Событие пришло, но в нём мусор вместо данных, это хуже, чем если бы оно не пришло. Качество данных определяет качество решений.","1) Валидация схемы на этапе приёма, битое событие не попадает в хранилище. 2) Автоматические тесты качества данных, как юнит-тесты, но для данных. 3) Event contracts, формальное соглашение «вот такие поля в таком формате». 4) Real-time quality dashboard, видим деградацию сразу.","1) Цель: >99% для финансовых событий, >95% для поведенческих. 2) Качество деградирует после деплоев, проверяйте данные после каждого релиза. 3) Некоторые null-значения легитимны, не все пропуски баги, иногда данных просто нет.",Weekly,"% событий прошедших валидацию схемы (нет null, корректные типы)",Valid events,Total events,Analytics,>99%,>99%,>99%,<95%,<97%,Monitoring,Instrumentation Coverage,Event type
Data Quality,L3,Nice,Cohort Completeness,"Полнота данных когорт для анализа. Если в когорте не хватает 20% данных по депозитам, ваш LTV занижен. Неполные когорты = кривые выводы = неправильные решения по бюджетам и стратегии.","1) Мониторинг data pipeline, ловим пропуски автоматически. 2) Процедуры backfill, умеем «залатать» пробелы в данных. 3) Консистентное определение когорт, одна когорта = одна формула, без разночтений. 4) Стратегия imputation для пропущенных данных, чем заполнять пробелы.","1) 20% пропущенных данных по депозитам = LTV занижен, а вы об этом не знаете. 2) Полнота деградирует со временем, старые когорты «теряют» данные из-за миграций и ротации. 3) Кросс-платформенные когорты требуют identity resolution, без него один игрок = два «человека».",Monthly,% когорт с полными данными для анализа (нет пропусков),Complete cohorts,Total cohorts,Analytics,100%,100%,100%,<90%,<95%,BI,Attribution Completeness,"ГЕО, Когорта, канал"
Delivery,L1,Must,MTTR (Mean Time to Restore),"DORA-метрика операционной устойчивости. Как быстро вы восстанавливаетесь после сбоя. Не «если сломается», а «когда сломается», и скорость реакции определяет масштаб потерь.","1) Runbooks для известных проблем, не импровизируем в 3 часа ночи, а действуем по плану. 2) Observability: логи, метрики, трейсы, тройка для быстрой диагностики. 3) Автоматический откат: если новый релиз сломал, возвращаемся за секунды. 4) Чёткая ротация дежурных, всегда есть кто-то ответственный.","1) Уровни: Elite <1 часа, High <24 часов, Medium 1–7 дней, Low >7 дней. 2) Отсчёт от момента обнаружения, а не от момента репорта: если узнали через час, этот час уже MTTR. 3) Среднее искажается редкими долгими инцидентами, смотрите также медиану и P90.",Monthly,Среднее время восстановления сервиса после инцидента,Avg(restore_time − incident_start),—,Tech,<20 min,<30 min,<45 min,>2 hours,>1 hour,Monitoring,Incident Count / MTTR,"Severity, Сервис"
Delivery,L2,Should,Deployment Frequency,Как часто код попадает в продакшен. DORA-метрика. Частые деплои = маленькие изменения = меньше риск = быстрее доставка ценности игрокам. Это индикатор зрелости инженерной культуры.,"1) CI/CD pipeline, автоматизация от коммита до продакшена. 2) Feature flags, деплой кода без включения фичи, включаем когда готовы. 3) Trunk-based development, короткоживущие ветки, частые мержи. 4) Автоматическое тестирование, уверенность в каждом деплое.","1) Уровни: Elite, несколько раз в день, High, еженедельно, Medium, ежемесячно. 2) Частые деплои без качества = хуже, чем редкие стабильные, частота без надёжности бессмысленна. 3) Мобильные ограничены ревью в App Store/Google Play, там другие правила игры.",Weekly,Частота деплоев в прод. Выше = меньше размер релиза = меньше риск,Deploys,Week,Tech,>4/week,>3/week,>2/week,<1/week,<2/week,CI/CD,Change Failure Rate,"Команда, Сервис"
Delivery,L2,Should,Change Failure Rate,"Доля деплоев, вызвавших инцидент или откат. DORA-метрика. Показывает, насколько надёжен ваш процесс доставки. Если каждый третий деплой что-то ломает, команда будет бояться деплоить, и velocity упадёт.","1) Автоматическое тестирование, ловим баги до продакшена. 2) Canary deploy на 1–5% трафика, проверяем на малой аудитории. 3) Feature flags для мгновенного отката, выключили и всё работает как было. 4) Pre-deploy чеклисты, человеческий фактор тоже контролируем.","1) Уровни: Elite <5%, High 5–10%, Medium 10–15%. 2) Разбивка по командам помогает найти слабые места, общий показатель маскирует проблемных. 3) Не все провалы равны: UI-баг и падение платёжного шлюза, разный масштаб последствий.",Monthly,"% деплоев вызвавших инцидент, откат или hotfix. Качество релизов",Failed deploys,Total deploys,Tech,<12%,<15%,<18%,>30%,>20%,Monitoring,MTTR (Mean Time to Restore),Сервис
Product Process,L1,Must,Outcome Delivery Rate,"Доля инициатив, достигших целевого результата. Не «сколько запустили», а «сколько реально сработало». Если фичи выкатываются, но метрики не двигаются, команда работает вхолостую.","1) Определяйте критерии успеха ДО разработки, не после, когда уже хочется оправдать потраченное время. 2) Измерение результатов на 30/60/90 день после запуска. 3) Убивайте неуспешные фичи, не цепляйтесь за то, что не работает. 4) Культура обучения, неудача = данные, а не наказание.","1) 30–40%, здоровый показатель. 100% = цели слишком лёгкие, вы не рискуете. 2) Без заранее определённых метрик что угодно можно объявить успехом, определяйте до, а не после. 3) Время до результата различается: retention-фича видна через месяц, монетизация, иногда через квартал.",Monthly,"% запущенных фичей, достигших целевой метрики в заданный срок",Features hitting target metric,Total launched features,Product,>30% of experiments drive measurable outcome,>25% of experiments drive measurable outcome,>20% of experiments drive measurable outcome,<10%,<20%,Analytics,Experiment Win Rate,"Команда, продукт"
Product Process,L2,Should,Decision Latency,"Время от инсайта до действия. Организационная гибкость. Если аналитика показала проблему, а решение приняли через месяц, проблема уже разрослась. Скорость принятия решений = скорость адаптации бизнеса.","1) Decision frameworks: RACI, decision logs, чтобы было ясно, кто решает и как. 2) Self-serve аналитика, менеджер сам находит ответ, а не ждёт отчёт неделю. 3) Еженедельное продуктовое ревью, регулярная точка принятия решений. 4) Делегирование полномочий PМ-ам, не всё через VP.","1) Больше 2 недель для операционных решений = слишком медленно, бизнес теряет деньги. 2) Быстро без данных = импульсивно, а не agile, скорость без информации опасна. 3) Допустимая latency зависит от масштаба: тактика, дни, стратегия, недели.",Monthly,Медиана дней от получения данных/инсайта до принятия решения (go/no-go),Median(decision_date − insight_date),—,Product,<5 days from insight to action,<7 days from insight to action,<7 days from insight to action,>14 days,>7 days,Project Tools,Experiment Velocity,Команда
Product Process,L2,Should,Roadmap Churn,"Доля задач, изменённых или убранных посреди квартала. Показывает, насколько стабильны приоритеты. Высокий churn = команда постоянно переключается, не успевает довести до конца, теряет фокус и мотивацию.","1) Лучший discovery: если хорошо подготовились, меньше сюрпризов. 2) Защита фокуса: лимит WIP (Work In Progress), не берём новое, пока не закончили текущее. 3) Ежемесячный ревью, а не перестройка с нуля. 4) Буфер: планируйте на 80% ёмкости, оставляйте 20% на срочные запросы.","1) 20–30% = нормально, больше 50% = реактивная культура, вы не управляете, а тушите пожары. 2) Ноль = ригидность, не адаптация, мир меняется, и roadmap должен реагировать. 3) Отслеживайте причины: стратегический пивот (нормально) vs. прихоть стейкхолдера (не нормально).",Quarterly,"% roadmap items, отменённых или перенесённых за квартал",Cancelled or postponed items,Total planned items,Product,<30%,<30%,<30%,>60%,>40%,Project Tools,Decision Latency,Команда
Guardrail,L1,Must,North Star Goodhart Alert,"Сигнал: вашу NSM (North Star Metric) начали «гейминг» вместо создания реальной ценности. Закон Гудхарта в действии: когда метрика становится целью, она перестаёт быть хорошей метрикой. Если NGR растёт за счёт манипуляции бонусами, это не рост, это самообман.","1) Определите secondary metrics, которые не должны деградировать, guardrails вокруг NSM. 2) Регулярный аудит: рост NSM от устойчивых источников? Или от трюков? 3) Декомпозиция: какие компоненты двигают рост? 4) Квартальный пересмотр NSM, метрика может устареть.","1) Закон Гудхарта: метрика, ставшая целью, перестаёт быть хорошей метрикой, это фундаментальная ловушка. 2) Рост NGR за счёт бонусных манипуляций = классический Goodharting, цифра растёт, ценность нет. 3) Алерт запускает ревью, а не автоматическое действие, разберитесь, прежде чем менять.",Weekly,"NSM растёт, но guardrails (CSAT, fraud, bonus cost) ухудшаются. Сигнал: рост за счёт качества",NSM trend up AND (CSAT down OR Fraud up OR Churn up),—,Product,Not triggered,Not triggered,Not triggered,Triggered,NSM growth while NGR drops >10%,BI,"NSM (North Star Metric), NGR",продукт
Guardrail,L1,Must,NSM (North Star Metric),"Единая метрика, отражающая ключевую ценность продукта. В iGaming обычно: Weekly Active Depositors × NGR per Depositor. Фокусирует всю компанию на одном направлении, от маркетинга до разработки.","1) Декомпозируйте на input-метрики для каждой команды, каждый понимает свой вклад. 2) Выровняйте все команды, все работают на одну цель. 3) Пересматривайте ежеквартально, NSM может устареть. 4) Широко коммуницируйте, каждый сотрудник должен знать NSM и свою роль.","1) Не серебряная пуля: упрощает, но теряет нюансы, NSM не заменяет глубокую аналитику. 2) На разных стадиях бизнеса нужна разная NSM, стартап и зрелый оператор фокусируются на разном. 3) NSM должна быть leading (опережающей), а не lagging (запаздывающей): revenue = lagging, активные депозиторы = leading.",Weekly,"Количество игроков, совершивших core value event (ставка с реальными деньгами) за период",Players with real-money bet in period,—,CEO / Product,"Defined by team, track WoW","Defined by team, track WoW (adjusted for market maturity)","Defined by team, track WoW (adjusted for market maturity)",Drop >20% WoW,Drop >10% WoW,BI,"GGR, PAU (Playing Active Users)","ГЕО, продукт, сегмент"
Guardrail,L2,Should,Metric Integrity Alerts,"Автоматические алерты на аномалии в ключевых метриках. Ваша система раннего предупреждения. Без них вы узнаёте о проблеме, когда игроки уже жалуются, а к тому моменту ущерб уже нанесён.","1) Статистическое обнаружение аномалий: Z-score, IQR, ML-модели. 2) Мульти-метрическая корреляция, одна аномалия может быть шумом, две связанные, уже сигнал. 3) Многоуровневые алерты: warning → critical → emergency. 4) Подавление алертов для известных событий, промо-день не должен триггерить панику.","1) Слишком много алертов = усталость, цель, 1–3 в день. 2) Пропущенный алерт хуже ложного, лучше перебдеть. 3) У каждого алерта должен быть owner, алерт без ответственного = просто шум.",Weekly,"Кол-во сбоев трекинга за неделю (пропущенные events, schema drift, дубликаты)",Count(integrity alerts),Week,Analytics,0,0,0,>5,>2,Monitoring,Data Freshness,"Event type, pipeline"
Affiliate / Partners,L2,Must,CPA (Cost per Acquisition),"Стоимость привлечения через партнёрский канал. Базовая метрика эффективности аффилиатов. Простое правило: CPA > LTV = убыточный канал, вы платите за привлечение больше, чем зарабатываете с игрока.","1) Оптимизируйте микс в сторону качественных партнёров, не гонитесь за дешёвым трафиком. 2) Гибридные модели (CPA + rev share): мотивируют партнёра приводить качественных игроков. 3) Отключайте низкокачественных аффилиатов, не жалейте.","1) Низкий CPA ≠ хорошо, если retention и LTV плохие, дешёвый трафик часто мусорный. 2) CPA сильно варьируется по гео и продукту, сравнивайте яблоки с яблоками. 3) Фрод-аффилиаты генерят дешёвые FTD через incentivized traffic, формально дёшево, реально бесполезно.",Monthly,Total affiliate cost / Number of FTDs from affiliates,Affiliate spend,FTDs from affiliate traffic,Marketing,~$30–80,~$15–40,~$5–20,CPA > 2× target,CPA > 1.5× target,Affiliate Platform,FTD Count,"affiliate, channel, ГЕО"
